"date_format(`log_date`,'%Y-%m-%d')";"date_format(`log_date`,'%H')";"count(*)";"TRAKKER";"log_op";"log_offre";"log_service";"ERREURE"
"2019-01-06";"14";"30";"0";"1";"260";"sendpin";"NOK;011"
"2019-01-06";"14";"158";"0";"1";"260";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"2";"1";"sendpin";"NOK;011"
"2019-01-06";"14";"9";"0";"2";"1";"sendpin";"OK"
"2019-01-06";"14";"8";"0";"2";"18";"sendpin";"NOK;011"
"2019-01-06";"14";"27";"0";"2";"18";"sendpin";"OK"
"2019-01-06";"14";"20";"0";"2";"43";"sendpin";"NOK;011"
"2019-01-06";"14";"13";"0";"2";"43";"sendpin";"OK"
"2019-01-06";"14";"6";"0";"2";"49";"sendpin";"NOK;011"
"2019-01-06";"14";"1";"0";"2";"49";"sendpin";"NOK;012"
"2019-01-06";"14";"33";"0";"2";"49";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"2";"140";"sendpin";"NOK;011"
"2019-01-06";"14";"9";"0";"2";"140";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"2";"158";"sendpin";"NOK;011"
"2019-01-06";"14";"2";"0";"2";"158";"sendpin";"NOK;012"
"2019-01-06";"14";"7";"0";"2";"158";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"2";"7076";"sendpin";"OK"
"2019-01-06";"14";"5";"0";"2";"7144";"sendpin";"NOK;011"
"2019-01-06";"14";"39";"0";"2";"7144";"sendpin";"OK"
"2019-01-06";"14";"5";"0";"2";"7146";"sendpin";"NOK;011"
"2019-01-06";"14";"2";"0";"2";"7146";"sendpin";"NOK;012"
"2019-01-06";"14";"24";"0";"2";"7146";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"31";"1";"sendpin";"NOK;011"
"2019-01-06";"14";"12";"0";"31";"1";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"31";"18";"sendpin";"NOK;011"
"2019-01-06";"14";"10";"0";"31";"18";"sendpin";"OK"
"2019-01-06";"14";"11";"0";"31";"43";"sendpin";"NOK;011"
"2019-01-06";"14";"11";"0";"31";"43";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"31";"49";"sendpin";"NOK;011"
"2019-01-06";"14";"12";"0";"31";"49";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"31";"140";"sendpin";"NOK;011"
"2019-01-06";"14";"4";"0";"31";"140";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"31";"158";"sendpin";"OK"
"2019-01-06";"14";"5";"0";"31";"7076";"sendpin";"OK"
"2019-01-06";"14";"5";"0";"31";"7144";"sendpin";"NOK;011"
"2019-01-06";"14";"2";"0";"31";"7144";"sendpin";"NOK;012"
"2019-01-06";"14";"21";"0";"31";"7144";"sendpin";"OK"
"2019-01-06";"14";"7";"0";"31";"7146";"sendpin";"NOK;011"
"2019-01-06";"14";"6";"0";"31";"7146";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"40";"19";"sendpin";"OK"
"2019-01-06";"14";"6";"0";"40";"24";"sendpin";"OK"
"2019-01-06";"14";"8";"0";"40";"42";"sendpin";"NOK;011"
"2019-01-06";"14";"24";"0";"40";"42";"sendpin";"OK"
"2019-01-06";"14";"8";"0";"40";"5612";"sendpin";"NOK;011"
"2019-01-06";"14";"2";"0";"40";"5612";"sendpin";"NOK;013"
"2019-01-06";"14";"40";"0";"40";"5612";"sendpin";"OK"
"2019-01-06";"14";"30";"0";"40";"6256";"sendpin";"NOK;011"
"2019-01-06";"14";"2";"0";"40";"6256";"sendpin";"NOK;012"
"2019-01-06";"14";"35";"0";"40";"6256";"sendpin";"OK"
"2019-01-06";"14";"3";"0";"40";"6258";"sendpin";"NOK;011"
"2019-01-06";"14";"8";"0";"40";"6258";"sendpin";"OK"
"2019-01-06";"14";"8";"0";"40";"6732";"sendpin";"NOK;011"
"2019-01-06";"14";"1";"0";"40";"6732";"sendpin";"NOK;012"
"2019-01-06";"14";"39";"0";"40";"6732";"sendpin";"OK"
"2019-01-06";"14";"3";"0";"40";"7150";"sendpin";"NOK;011"
"2019-01-06";"14";"2";"0";"40";"7150";"sendpin";"NOK;012"
"2019-01-06";"14";"8";"0";"40";"7150";"sendpin";"OK"
"2019-01-06";"14";"3";"0";"40";"7194";"sendpin";"OK"
"2019-01-06";"14";"19";"0";"41";"26";"sendpin";"NOK;011"
"2019-01-06";"14";"12";"0";"41";"26";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"41";"27";"sendpin";"NOK;011"
"2019-01-06";"14";"7";"0";"41";"27";"sendpin";"OK"
"2019-01-06";"14";"3";"0";"41";"31";"sendpin";"NOK;011"
"2019-01-06";"14";"2";"0";"41";"31";"sendpin";"NOK;012"
"2019-01-06";"14";"8";"0";"41";"31";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"41";"41";"sendpin";"NOK;011"
"2019-01-06";"14";"3";"0";"41";"41";"sendpin";"NOK;012"
"2019-01-06";"14";"6";"0";"41";"41";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"41";"46";"sendpin";"OK"
"2019-01-06";"14";"44";"0";"41";"47";"sendpin";"NOK;011"
"2019-01-06";"14";"1";"0";"41";"47";"sendpin";"NOK;012"
"2019-01-06";"14";"24";"0";"41";"47";"sendpin";"OK"
"2019-01-06";"14";"14";"0";"41";"51";"sendpin";"NOK;011"
"2019-01-06";"14";"6";"0";"41";"51";"sendpin";"NOK;012"
"2019-01-06";"14";"46";"0";"41";"51";"sendpin";"OK"
"2019-01-06";"14";"8";"0";"41";"124";"sendpin";"NOK;011"
"2019-01-06";"14";"7";"0";"41";"124";"sendpin";"OK"
"2019-01-06";"14";"15";"0";"41";"6118";"sendpin";"NOK;011"
"2019-01-06";"14";"31";"0";"41";"6118";"sendpin";"OK"
"2019-01-06";"14";"3";"0";"41";"7242";"sendpin";"NOK;012"
"2019-01-06";"14";"5";"0";"41";"7242";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"43";"11";"sendpin";"NOK;002"
"2019-01-06";"14";"5";"0";"43";"23";"sendpin";"NOK;002"
"2019-01-06";"14";"5";"0";"46";"26";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"46";"27";"sendpin";"NOK;011"
"2019-01-06";"14";"2";"0";"46";"27";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"46";"46";"sendpin";"OK"
"2019-01-06";"14";"3";"0";"46";"51";"sendpin";"NOK;011"
"2019-01-06";"14";"4";"0";"46";"51";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"46";"124";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"46";"6118";"sendpin";"NOK;011"
"2019-01-06";"14";"19";"0";"46";"6118";"sendpin";"OK"
"2019-01-06";"14";"13";"0";"53";"7268";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"53";"7350";"sendpin";"OK"
"2019-01-06";"14";"8";"0";"57";"7414";"sendpin";"OK"
"2019-01-06";"14";"13";"0";"71";"44";"sendpin";"NOK;011"
"2019-01-06";"14";"8";"0";"71";"44";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"71";"119";"sendpin";"NOK;006"
"2019-01-06";"14";"9";"0";"71";"119";"sendpin";"NOK;011"
"2019-01-06";"14";"20";"0";"71";"119";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"71";"145";"sendpin";"NOK;011"
"2019-01-06";"14";"5";"0";"71";"145";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"71";"146";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"71";"5624";"sendpin";"NOK;011"
"2019-01-06";"14";"3";"0";"71";"5624";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"71";"6450";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"71";"7088";"sendpin";"NOK;011"
"2019-01-06";"14";"3";"0";"71";"7088";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"71";"7240";"sendpin";"OK"
"2019-01-06";"14";"3";"0";"71";"7292";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"71";"7294";"sendpin";"NOK;006"
"2019-01-06";"14";"3";"0";"71";"7294";"sendpin";"NOK;011"
"2019-01-06";"14";"9";"0";"71";"7294";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"92";"206";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"92";"6076";"sendpin";"NOK;006"
"2019-01-06";"14";"4";"0";"92";"6076";"sendpin";"NOK;011"
"2019-01-06";"14";"35";"0";"92";"6076";"sendpin";"OK"
"2019-01-06";"14";"7";"0";"93";"6076";"sendpin";"NOK;004"
"2019-01-06";"14";"10";"0";"93";"6076";"sendpin";"NOK;011"
"2019-01-06";"14";"17";"0";"93";"6076";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"93";"7198";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"93";"7392";"sendpin";"NOK;011"
"2019-01-06";"14";"6";"0";"93";"7392";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"94";"7134";"sendpin";"NOK;004"
"2019-01-06";"14";"18";"0";"94";"7134";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"94";"7198";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"1022";"53";"sendpin";"NOK;006"
"2019-01-06";"14";"22";"0";"1022";"53";"sendpin";"OK"
"2019-01-06";"14";"3";"0";"1022";"198";"sendpin";"OK"
"2019-01-06";"14";"13";"0";"1023";"53";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"1023";"123";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"1024";"121";"sendpin";"NOK;011"
"2019-01-06";"14";"11";"0";"1024";"121";"sendpin";"OK"
"2019-01-06";"14";"5";"0";"1024";"200";"sendpin";"NOK;003"
"2019-01-06";"14";"3";"0";"1024";"200";"sendpin";"NOK;004"
"2019-01-06";"14";"37";"0";"1024";"200";"sendpin";"OK"
"2019-01-06";"14";"4";"0";"1024";"7278";"sendpin";"NOK;003"
"2019-01-06";"14";"1";"0";"1024";"7278";"sendpin";"NOK;004"
"2019-01-06";"14";"2";"0";"1024";"7278";"sendpin";"NOK;011"
"2019-01-06";"14";"30";"0";"1024";"7278";"sendpin";"OK"
"2019-01-06";"14";"3";"0";"1025";"121";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"1025";"200";"sendpin";"NOK;004"
"2019-01-06";"14";"2";"0";"1025";"200";"sendpin";"NOK;011"
"2019-01-06";"14";"21";"0";"1025";"200";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"1025";"7278";"sendpin";"NOK;003"
"2019-01-06";"14";"31";"0";"1025";"7278";"sendpin";"OK"
"2019-01-06";"14";"3";"0";"1027";"65";"sendpin";"NOK;003"
"2019-01-06";"14";"3";"0";"1027";"65";"sendpin";"OK"
"2019-01-06";"14";"13";"0";"1031";"65";"sendpin";"OK"
"2019-01-06";"14";"1";"0";"1064";"7382";"sendpin";"NOK;006"
"2019-01-06";"14";"1";"0";"1064";"7382";"sendpin";"OK"
"2019-01-06";"14";"2";"0";"1066";"7382";"sendpin";"OK"
"2019-01-06";"15";"126";"0";"1";"260";"sendpin";"NOK;011"
"2019-01-06";"15";"529";"0";"1";"260";"sendpin";"OK"
"2019-01-06";"15";"4";"0";"2";"1";"sendpin";"NOK;011"
"2019-01-06";"15";"25";"0";"2";"1";"sendpin";"OK"
"2019-01-06";"15";"21";"0";"2";"18";"sendpin";"NOK;011"
"2019-01-06";"15";"77";"0";"2";"18";"sendpin";"OK"
"2019-01-06";"15";"76";"0";"2";"43";"sendpin";"NOK;011"
"2019-01-06";"15";"85";"0";"2";"43";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"2";"49";"sendpin";"NOK;011"
"2019-01-06";"15";"66";"0";"2";"49";"sendpin";"OK"
"2019-01-06";"15";"9";"0";"2";"140";"sendpin";"NOK;011"
"2019-01-06";"15";"3";"0";"2";"140";"sendpin";"NOK;012"
"2019-01-06";"15";"17";"0";"2";"140";"sendpin";"OK"
"2019-01-06";"15";"11";"0";"2";"158";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"2";"7076";"sendpin";"NOK;011"
"2019-01-06";"15";"4";"0";"2";"7076";"sendpin";"OK"
"2019-01-06";"15";"38";"0";"2";"7144";"sendpin";"NOK;011"
"2019-01-06";"15";"112";"0";"2";"7144";"sendpin";"OK"
"2019-01-06";"15";"19";"0";"2";"7146";"sendpin";"NOK;011"
"2019-01-06";"15";"9";"0";"2";"7146";"sendpin";"NOK;012"
"2019-01-06";"15";"75";"0";"2";"7146";"sendpin";"OK"
"2019-01-06";"15";"13";"0";"31";"1";"sendpin";"NOK;011"
"2019-01-06";"15";"3";"0";"31";"1";"sendpin";"NOK;012"
"2019-01-06";"15";"32";"0";"31";"1";"sendpin";"OK"
"2019-01-06";"15";"16";"0";"31";"18";"sendpin";"NOK;011"
"2019-01-06";"15";"1";"0";"31";"18";"sendpin";"NOK;012"
"2019-01-06";"15";"44";"0";"31";"18";"sendpin";"OK"
"2019-01-06";"15";"34";"0";"31";"43";"sendpin";"NOK;011"
"2019-01-06";"15";"31";"0";"31";"43";"sendpin";"OK"
"2019-01-06";"15";"16";"0";"31";"49";"sendpin";"NOK;011"
"2019-01-06";"15";"2";"0";"31";"49";"sendpin";"NOK;012"
"2019-01-06";"15";"31";"0";"31";"49";"sendpin";"OK"
"2019-01-06";"15";"3";"0";"31";"140";"sendpin";"NOK;011"
"2019-01-06";"15";"16";"0";"31";"140";"sendpin";"OK"
"2019-01-06";"15";"4";"0";"31";"158";"sendpin";"NOK;011"
"2019-01-06";"15";"2";"0";"31";"158";"sendpin";"NOK;012"
"2019-01-06";"15";"8";"0";"31";"158";"sendpin";"OK"
"2019-01-06";"15";"8";"0";"31";"7076";"sendpin";"OK"
"2019-01-06";"15";"10";"0";"31";"7144";"sendpin";"NOK;011"
"2019-01-06";"15";"60";"0";"31";"7144";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"31";"7146";"sendpin";"NOK;011"
"2019-01-06";"15";"41";"0";"31";"7146";"sendpin";"OK"
"2019-01-06";"15";"3";"0";"40";"19";"sendpin";"OK"
"2019-01-06";"15";"8";"0";"40";"24";"sendpin";"NOK;011"
"2019-01-06";"15";"7";"0";"40";"24";"sendpin";"OK"
"2019-01-06";"15";"24";"0";"40";"42";"sendpin";"NOK;011"
"2019-01-06";"15";"5";"0";"40";"42";"sendpin";"NOK;012"
"2019-01-06";"15";"1";"0";"40";"42";"sendpin";"NOK;013"
"2019-01-06";"15";"62";"0";"40";"42";"sendpin";"OK"
"2019-01-06";"15";"28";"0";"40";"5612";"sendpin";"NOK;011"
"2019-01-06";"15";"1";"0";"40";"5612";"sendpin";"NOK;012"
"2019-01-06";"15";"77";"0";"40";"5612";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"40";"6206";"sendpin";"OK"
"2019-01-06";"15";"107";"0";"40";"6256";"sendpin";"NOK;011"
"2019-01-06";"15";"12";"0";"40";"6256";"sendpin";"NOK;012"
"2019-01-06";"15";"2";"0";"40";"6256";"sendpin";"NOK;013"
"2019-01-06";"15";"115";"0";"40";"6256";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"40";"6258";"sendpin";"NOK;011"
"2019-01-06";"15";"23";"0";"40";"6258";"sendpin";"OK"
"2019-01-06";"15";"43";"0";"40";"6732";"sendpin";"NOK;011"
"2019-01-06";"15";"5";"0";"40";"6732";"sendpin";"NOK;012"
"2019-01-06";"15";"2";"0";"40";"6732";"sendpin";"NOK;013"
"2019-01-06";"15";"141";"0";"40";"6732";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"40";"7150";"sendpin";"NOK;011"
"2019-01-06";"15";"10";"0";"40";"7150";"sendpin";"NOK;012"
"2019-01-06";"15";"35";"0";"40";"7150";"sendpin";"OK"
"2019-01-06";"15";"4";"0";"40";"7194";"sendpin";"NOK;011"
"2019-01-06";"15";"13";"0";"40";"7194";"sendpin";"OK"
"2019-01-06";"15";"6";"0";"41";"25";"sendpin";"OK"
"2019-01-06";"15";"44";"0";"41";"26";"sendpin";"NOK;011"
"2019-01-06";"15";"6";"0";"41";"26";"sendpin";"NOK;012"
"2019-01-06";"15";"77";"0";"41";"26";"sendpin";"OK"
"2019-01-06";"15";"7";"0";"41";"27";"sendpin";"NOK;011"
"2019-01-06";"15";"4";"0";"41";"27";"sendpin";"NOK;012"
"2019-01-06";"15";"35";"0";"41";"27";"sendpin";"OK"
"2019-01-06";"15";"7";"0";"41";"31";"sendpin";"NOK;011"
"2019-01-06";"15";"14";"0";"41";"31";"sendpin";"NOK;012"
"2019-01-06";"15";"8";"0";"41";"31";"sendpin";"OK"
"2019-01-06";"15";"17";"0";"41";"41";"sendpin";"NOK;011"
"2019-01-06";"15";"16";"0";"41";"41";"sendpin";"NOK;012"
"2019-01-06";"15";"34";"0";"41";"41";"sendpin";"OK"
"2019-01-06";"15";"4";"0";"41";"46";"sendpin";"NOK;011"
"2019-01-06";"15";"1";"0";"41";"46";"sendpin";"NOK;012"
"2019-01-06";"15";"2";"0";"41";"46";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"41";"47";"sendpin";"NOK;009"
"2019-01-06";"15";"215";"0";"41";"47";"sendpin";"NOK;011"
"2019-01-06";"15";"16";"0";"41";"47";"sendpin";"NOK;012"
"2019-01-06";"15";"148";"0";"41";"47";"sendpin";"OK"
"2019-01-06";"15";"78";"0";"41";"51";"sendpin";"NOK;011"
"2019-01-06";"15";"10";"0";"41";"51";"sendpin";"NOK;012"
"2019-01-06";"15";"150";"0";"41";"51";"sendpin";"OK"
"2019-01-06";"15";"27";"0";"41";"124";"sendpin";"NOK;011"
"2019-01-06";"15";"17";"0";"41";"124";"sendpin";"NOK;012"
"2019-01-06";"15";"53";"0";"41";"124";"sendpin";"OK"
"2019-01-06";"15";"140";"0";"41";"6118";"sendpin";"NOK;011"
"2019-01-06";"15";"15";"0";"41";"6118";"sendpin";"NOK;012"
"2019-01-06";"15";"121";"0";"41";"6118";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"41";"7242";"sendpin";"NOK;011"
"2019-01-06";"15";"8";"0";"41";"7242";"sendpin";"NOK;012"
"2019-01-06";"15";"14";"0";"41";"7242";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"43";"11";"sendpin";"NOK;002"
"2019-01-06";"15";"11";"0";"43";"23";"sendpin";"NOK;002"
"2019-01-06";"15";"12";"0";"46";"26";"sendpin";"OK"
"2019-01-06";"15";"6";"0";"46";"27";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"46";"46";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"46";"51";"sendpin";"NOK;011"
"2019-01-06";"15";"33";"0";"46";"51";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"46";"124";"sendpin";"NOK;011"
"2019-01-06";"15";"21";"0";"46";"124";"sendpin";"OK"
"2019-01-06";"15";"23";"0";"46";"6118";"sendpin";"NOK;011"
"2019-01-06";"15";"59";"0";"46";"6118";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"53";"7268";"sendpin";"NOK;006"
"2019-01-06";"15";"3";"0";"53";"7268";"sendpin";"NOK;011"
"2019-01-06";"15";"20";"0";"53";"7268";"sendpin";"OK"
"2019-01-06";"15";"4";"0";"53";"7350";"sendpin";"OK"
"2019-01-06";"15";"6";"0";"57";"7414";"sendpin";"NOK;011"
"2019-01-06";"15";"8";"0";"57";"7414";"sendpin";"OK"
"2019-01-06";"15";"54";"0";"71";"44";"sendpin";"NOK;011"
"2019-01-06";"15";"30";"0";"71";"44";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"71";"119";"sendpin";"NOK;006"
"2019-01-06";"15";"53";"0";"71";"119";"sendpin";"NOK;011"
"2019-01-06";"15";"10";"0";"71";"119";"sendpin";"NOK;013"
"2019-01-06";"15";"50";"0";"71";"119";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"71";"145";"sendpin";"NOK;006"
"2019-01-06";"15";"2";"0";"71";"145";"sendpin";"NOK;011"
"2019-01-06";"15";"17";"0";"71";"145";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"71";"146";"sendpin";"OK"
"2019-01-06";"15";"5";"0";"71";"5624";"sendpin";"NOK;001"
"2019-01-06";"15";"2";"0";"71";"5624";"sendpin";"NOK;006"
"2019-01-06";"15";"8";"0";"71";"5624";"sendpin";"NOK;011"
"2019-01-06";"15";"19";"0";"71";"5624";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"71";"6450";"sendpin";"NOK;006"
"2019-01-06";"15";"3";"0";"71";"6450";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"71";"6692";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"71";"7088";"sendpin";"NOK;001"
"2019-01-06";"15";"1";"0";"71";"7088";"sendpin";"NOK;006"
"2019-01-06";"15";"16";"0";"71";"7088";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"71";"7240";"sendpin";"NOK;006"
"2019-01-06";"15";"14";"0";"71";"7240";"sendpin";"OK"
"2019-01-06";"15";"9";"0";"71";"7292";"sendpin";"NOK;001"
"2019-01-06";"15";"5";"0";"71";"7292";"sendpin";"NOK;013"
"2019-01-06";"15";"9";"0";"71";"7292";"sendpin";"OK"
"2019-01-06";"15";"12";"0";"71";"7294";"sendpin";"NOK;006"
"2019-01-06";"15";"13";"0";"71";"7294";"sendpin";"NOK;011"
"2019-01-06";"15";"52";"0";"71";"7294";"sendpin";"OK"
"2019-01-06";"15";"4";"0";"92";"206";"sendpin";"NOK;006"
"2019-01-06";"15";"3";"0";"92";"206";"sendpin";"OK"
"2019-01-06";"15";"4";"0";"92";"6076";"sendpin";"NOK;006"
"2019-01-06";"15";"6";"0";"92";"6076";"sendpin";"NOK;011"
"2019-01-06";"15";"52";"0";"92";"6076";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"92";"7198";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"92";"7392";"sendpin";"OK"
"2019-01-06";"15";"7";"0";"93";"206";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"93";"6076";"sendpin";"NOK;004"
"2019-01-06";"15";"1";"0";"93";"6076";"sendpin";"NOK;006"
"2019-01-06";"15";"25";"0";"93";"6076";"sendpin";"NOK;011"
"2019-01-06";"15";"127";"0";"93";"6076";"sendpin";"OK"
"2019-01-06";"15";"3";"0";"93";"7134";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"93";"7198";"sendpin";"OK"
"2019-01-06";"15";"12";"0";"93";"7392";"sendpin";"OK"
"2019-01-06";"15";"5";"0";"94";"7134";"sendpin";"NOK;004"
"2019-01-06";"15";"2";"0";"94";"7134";"sendpin";"NOK;006"
"2019-01-06";"15";"12";"0";"94";"7134";"sendpin";"NOK;011"
"2019-01-06";"15";"50";"0";"94";"7134";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"94";"7198";"sendpin";"OK"
"2019-01-06";"15";"5";"0";"1022";"53";"sendpin";"NOK;004"
"2019-01-06";"15";"32";"0";"1022";"53";"sendpin";"NOK;006"
"2019-01-06";"15";"85";"0";"1022";"53";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"1022";"123";"sendpin";"NOK;006"
"2019-01-06";"15";"2";"0";"1022";"123";"sendpin";"OK"
"2019-01-06";"15";"3";"0";"1022";"198";"sendpin";"NOK;003"
"2019-01-06";"15";"4";"0";"1022";"198";"sendpin";"OK"
"2019-01-06";"15";"2";"0";"1023";"53";"sendpin";"NOK;003"
"2019-01-06";"15";"2";"0";"1023";"53";"sendpin";"NOK;006"
"2019-01-06";"15";"30";"0";"1023";"53";"sendpin";"OK"
"2019-01-06";"15";"5";"0";"1023";"198";"sendpin";"NOK;003"
"2019-01-06";"15";"4";"0";"1023";"198";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"1024";"121";"sendpin";"NOK;011"
"2019-01-06";"15";"66";"0";"1024";"121";"sendpin";"OK"
"2019-01-06";"15";"8";"0";"1024";"200";"sendpin";"NOK;003"
"2019-01-06";"15";"3";"0";"1024";"200";"sendpin";"NOK;006"
"2019-01-06";"15";"5";"0";"1024";"200";"sendpin";"NOK;011"
"2019-01-06";"15";"101";"0";"1024";"200";"sendpin";"OK"
"2019-01-06";"15";"16";"0";"1024";"7278";"sendpin";"NOK;003"
"2019-01-06";"15";"1";"0";"1024";"7278";"sendpin";"NOK;004"
"2019-01-06";"15";"3";"0";"1024";"7278";"sendpin";"NOK;006"
"2019-01-06";"15";"2";"0";"1024";"7278";"sendpin";"NOK;011"
"2019-01-06";"15";"114";"0";"1024";"7278";"sendpin";"OK"
"2019-01-06";"15";"4";"0";"1025";"121";"sendpin";"NOK;011"
"2019-01-06";"15";"7";"0";"1025";"121";"sendpin";"OK"
"2019-01-06";"15";"13";"0";"1025";"200";"sendpin";"NOK;003"
"2019-01-06";"15";"4";"0";"1025";"200";"sendpin";"NOK;004"
"2019-01-06";"15";"1";"0";"1025";"200";"sendpin";"NOK;006"
"2019-01-06";"15";"5";"0";"1025";"200";"sendpin";"NOK;011"
"2019-01-06";"15";"69";"0";"1025";"200";"sendpin";"OK"
"2019-01-06";"15";"8";"0";"1025";"7278";"sendpin";"NOK;003"
"2019-01-06";"15";"1";"0";"1025";"7278";"sendpin";"NOK;006"
"2019-01-06";"15";"7";"0";"1025";"7278";"sendpin";"NOK;011"
"2019-01-06";"15";"90";"0";"1025";"7278";"sendpin";"OK"
"2019-01-06";"15";"3";"0";"1027";"65";"sendpin";"NOK;003"
"2019-01-06";"15";"1";"0";"1027";"65";"sendpin";"NOK;006"
"2019-01-06";"15";"1";"0";"1027";"65";"sendpin";"NOK;011"
"2019-01-06";"15";"8";"0";"1027";"65";"sendpin";"OK"
"2019-01-06";"15";"4";"0";"1030";"7326";"sendpin";"NOK;006"
"2019-01-06";"15";"1";"0";"1031";"65";"sendpin";"NOK;003"
"2019-01-06";"15";"3";"0";"1031";"65";"sendpin";"NOK;004"
"2019-01-06";"15";"7";"0";"1031";"65";"sendpin";"NOK;006"
"2019-01-06";"15";"1";"0";"1031";"65";"sendpin";"NOK;011"
"2019-01-06";"15";"48";"0";"1031";"65";"sendpin";"OK"
"2019-01-06";"15";"4";"0";"1064";"7382";"sendpin";"NOK;006"
"2019-01-06";"15";"4";"0";"1064";"7382";"sendpin";"OK"
"2019-01-06";"15";"8";"0";"1066";"7382";"sendpin";"NOK;003"
"2019-01-06";"15";"2";"0";"1066";"7382";"sendpin";"NOK;006"
"2019-01-06";"15";"3";"0";"1066";"7382";"sendpin";"NOK;011"
"2019-01-06";"15";"11";"0";"1066";"7382";"sendpin";"OK"
"2019-01-06";"15";"1";"0";"1067";"7352";"sendpin";"OK"
"2019-01-06";"16";"108";"0";"1";"260";"sendpin";"NOK;011"
"2019-01-06";"16";"565";"0";"1";"260";"sendpin";"OK"
"2019-01-06";"16";"3";"0";"1";"262";"sendpin";"NOK;011"
"2019-01-06";"16";"2";"0";"2";"1";"sendpin";"NOK;011"
"2019-01-06";"16";"29";"0";"2";"1";"sendpin";"OK"
"2019-01-06";"16";"4";"0";"2";"12";"sendpin";"NOK;011"
"2019-01-06";"16";"12";"0";"2";"18";"sendpin";"NOK;011"
"2019-01-06";"16";"5";"0";"2";"18";"sendpin";"NOK;012"
"2019-01-06";"16";"53";"0";"2";"18";"sendpin";"OK"
"2019-01-06";"16";"49";"0";"2";"43";"sendpin";"NOK;011"
"2019-01-06";"16";"3";"0";"2";"43";"sendpin";"NOK;012"
"2019-01-06";"16";"84";"0";"2";"43";"sendpin";"OK"
"2019-01-06";"16";"7";"0";"2";"49";"sendpin";"NOK;011"
"2019-01-06";"16";"3";"0";"2";"49";"sendpin";"NOK;012"
"2019-01-06";"16";"91";"0";"2";"49";"sendpin";"OK"
